0_date,miami,formaldate
2020-08-30,0.6586830449983332,2020-08-30
2020-08-31,0.698348820302221,2020-08-31
2020-09-01,0.6847240602732378,2020-09-01
2020-09-02,0.703817861011018,2020-09-02
2020-09-03,0.6985289267727639,2020-09-03
2020-09-04,0.7169467134286704,2020-09-04
2020-09-05,0.7176805639347089,2020-09-05
2020-09-06,0.6772612742392939,2020-09-06
2020-09-07,0.6475546747898839,2020-09-07
2020-09-08,0.6748693961908825,2020-09-08
2020-09-09,0.6942515270805804,2020-09-09
2020-09-10,0.6923475488036045,2020-09-10
2020-09-11,0.7160625588318784,2020-09-11
2020-09-12,0.6770137308715971,2020-09-12
2020-09-13,0.6520737516788362,2020-09-13
2020-09-14,0.6782793954323357,2020-09-14
2020-09-15,0.6679605605508057,2020-09-15
2020-09-16,0.6945981065967995,2020-09-16
2020-09-17,0.6997489689604713,2020-09-17
2020-09-18,0.71553059096028,2020-09-18
2020-09-19,0.7034099984229053,2020-09-19
2020-09-20,0.6589951396826388,2020-09-20
2020-09-21,0.6502357333506371,2020-09-21
2020-09-22,0.6917783849556429,2020-09-22
2020-09-23,0.7063376970847082,2020-09-23
2020-09-24,0.6967698439506818,2020-09-24
2020-09-25,0.7262239769131497,2020-09-25
2020-09-26,0.7187359961777497,2020-09-26
2020-09-27,0.6764058033443857,2020-09-27
2020-09-28,0.702888475427041,2020-09-28
2020-09-29,0.7062805024825534,2020-09-29
2020-09-30,0.7129006960325559,2020-09-30
2020-10-01,0.7251380331292958,2020-10-01
2020-10-02,0.7131654413845665,2020-10-02
2020-10-03,0.7004605435681603,2020-10-03
2020-10-04,0.6619849531423679,2020-10-04
2020-10-05,0.681589724638253,2020-10-05
2020-10-06,0.6961304199262425,2020-10-06
2020-10-07,0.7141020813375865,2020-10-07
2020-10-08,0.7154230890984682,2020-10-08
2020-10-09,0.7325321791259984,2020-10-09
2020-10-10,0.7062860577194313,2020-10-10
2020-10-11,0.6754032919041152,2020-10-11
2020-10-12,0.6929696935699418,2020-10-12
2020-10-13,0.7117627626780414,2020-10-13
2020-10-14,0.7245434763884349,2020-10-14
2020-10-15,0.7184743747298408,2020-10-15
2020-10-16,0.7159751011684949,2020-10-16
2020-10-17,0.7203981164833965,2020-10-17
2020-10-18,0.6738968965572075,2020-10-18
2020-10-19,0.6874752595920675,2020-10-19
2020-10-20,0.6913680280983284,2020-10-20
2020-10-21,0.6809666141548429,2020-10-21
2020-10-22,0.7214480499463639,2020-10-22
2020-10-23,0.7479959968928188,2020-10-23
2020-10-24,0.7057809023417132,2020-10-24
2020-10-25,0.6735639083013011,2020-10-25
2020-10-26,0.7031415050610911,2020-10-26
2020-10-27,0.7163938763998701,2020-10-27
2020-10-28,0.7213300867526216,2020-10-28
2020-10-29,0.7230657988373985,2020-10-29
2020-10-30,0.7405348014134272,2020-10-30
2020-10-31,0.7267076843300249,2020-10-31
2020-11-01,0.6750130282418876,2020-11-01
2020-11-02,0.7004046970382171,2020-11-02
2020-11-03,0.7077861018047686,2020-11-03
2020-11-04,0.7309686400290385,2020-11-04
2020-11-05,0.7136368701770778,2020-11-05
2020-11-06,0.7312294537309763,2020-11-06
2020-11-07,0.7093051887630637,2020-11-07
2020-11-08,0.602728125305994,2020-11-08
2020-11-09,0.6121199425653164,2020-11-09
2020-11-10,0.6820613169576449,2020-11-10
2020-11-11,0.7163189010989803,2020-11-11
2020-11-12,0.7162869406628801,2020-11-12
2020-11-13,0.7400560513712362,2020-11-13
2020-11-14,0.7273520996988534,2020-11-14
2020-11-15,0.6903541810794599,2020-11-15
2020-11-16,0.7155462919948018,2020-11-16
2020-11-17,0.7208422768257798,2020-11-17
2020-11-18,0.7132853039626171,2020-11-18
2020-11-19,0.7368039054496129,2020-11-19
2020-11-20,0.7347076363782741,2020-11-20
2020-11-21,0.7243060675105051,2020-11-21
2020-11-22,0.6815380584431343,2020-11-22
2020-11-23,0.722848085684457,2020-11-23
2020-11-24,0.7395127276565489,2020-11-24
2020-11-25,0.7112095131158254,2020-11-25
2020-11-26,0.6667909841019146,2020-11-26
2020-11-27,0.7254456373051701,2020-11-27
2020-11-28,0.7172043411855886,2020-11-28
2020-11-29,0.6866019437896123,2020-11-29
2020-11-30,0.7004169335490135,2020-11-30
2020-12-01,0.722607152518135,2020-12-01
2020-12-02,0.726641465971473,2020-12-02
2020-12-03,0.7315357300323376,2020-12-03
2020-12-04,0.7348286490999413,2020-12-04
2020-12-05,0.7284516663342371,2020-12-05
2020-12-06,0.6815218505836043,2020-12-06
2020-12-07,0.6944787819805467,2020-12-07
2020-12-08,0.7220009225700568,2020-12-08
2020-12-09,0.7162094768812945,2020-12-09
2020-12-10,0.7194471358563611,2020-12-10
2020-12-11,0.7404084084153565,2020-12-11
2020-12-12,0.7204006180439103,2020-12-12
2020-12-13,0.6849475270593892,2020-12-13
2020-12-14,0.7222524023159294,2020-12-14
2020-12-15,0.7323533172319471,2020-12-15
2020-12-16,0.7373387260125568,2020-12-16
2020-12-17,0.7360784814951434,2020-12-17
2020-12-18,0.7481728613341659,2020-12-18
2020-12-19,0.7328193916921121,2020-12-19
2020-12-20,0.7084170201705183,2020-12-20
2020-12-21,0.7288764543237138,2020-12-21
2020-12-22,0.7380609119629775,2020-12-22
2020-12-23,0.7540231432552579,2020-12-23
2020-12-24,0.7482867542571591,2020-12-24
2020-12-25,0.6486234721821313,2020-12-25
2020-12-26,0.6987608967621707,2020-12-26
2020-12-27,0.6850214712270097,2020-12-27
2020-12-28,0.7133912114527377,2020-12-28
2020-12-29,0.7238743007448828,2020-12-29
2020-12-30,0.7355087169702309,2020-12-30
2020-12-31,0.7375332213474203,2020-12-31
2021-01-01,0.670477971550698,2021-01-01
2021-01-02,0.7137398102973173,2021-01-02
2021-01-03,0.6727705759330975,2021-01-03
2021-01-04,0.6884946731823275,2021-01-04
2021-01-05,0.6960743403066081,2021-01-05
2021-01-06,0.6914249051898137,2021-01-06
2021-01-07,0.7161722085860003,2021-01-07
2021-01-08,0.7242160506616052,2021-01-08
2021-01-09,0.6977296431602018,2021-01-09
2021-01-10,0.6615702476846044,2021-01-10
2021-01-11,0.7073008490906207,2021-01-11
2021-01-12,0.7130280521686162,2021-01-12
2021-01-13,0.7121867873053338,2021-01-13
2021-01-14,0.7244912112235158,2021-01-14
2021-01-15,0.7305578018011638,2021-01-15
2021-01-16,0.7115970110494834,2021-01-16
2021-01-17,0.6817907421480535,2021-01-17
2021-01-18,0.7084860752991532,2021-01-18
2021-01-19,0.6983202513756629,2021-01-19
2021-01-20,0.7155930933069523,2021-01-20
2021-01-21,0.7029899957114615,2021-01-21
2021-01-22,0.7332241464927692,2021-01-22
2021-01-23,0.7210815385116248,2021-01-23
2021-01-24,0.6886216353903574,2021-01-24
2021-01-25,0.7153826342073526,2021-01-25
2021-01-26,0.7242356713928069,2021-01-26
2021-01-27,0.7213946011188144,2021-01-27
2021-01-28,0.7157972641427308,2021-01-28
2021-01-29,0.7351943208631668,2021-01-29
2021-01-30,0.7154796207947859,2021-01-30
2021-01-31,0.6730635546697149,2021-01-31
2021-02-01,0.6871280642369871,2021-02-01
2021-02-02,0.7130369031482241,2021-02-02
2021-02-03,0.7111376770318415,2021-02-03
2021-02-04,0.7164635285943639,2021-02-04
2021-02-05,0.7323501614966772,2021-02-05
2021-02-06,0.7010043064864674,2021-02-06
2021-02-07,0.6807904356251269,2021-02-07
2021-02-08,0.7072709377658324,2021-02-08
2021-02-09,0.7144012381766492,2021-02-09
2021-02-10,0.7335075250528286,2021-02-10
2021-02-11,0.7363681829855641,2021-02-11
2021-02-12,0.7442109662272303,2021-02-12
2021-02-13,0.7428470559678614,2021-02-13
2021-02-14,0.702108409248086,2021-02-14
2021-02-15,0.7073213023354837,2021-02-15
2021-02-16,0.7171069322669513,2021-02-16
2021-02-17,0.7283559296963811,2021-02-17
2021-02-18,0.7468283120123967,2021-02-18
2021-02-19,0.7438879059764602,2021-02-19
2021-02-20,0.7471008197900316,2021-02-20
2021-02-21,0.6921985029157783,2021-02-21
2021-02-22,0.7244435871871907,2021-02-22
2021-02-23,0.7210049129713125,2021-02-23
2021-02-24,0.7224981289211241,2021-02-24
2021-02-25,0.7480867917408756,2021-02-25
