0_date,losangeles,formaldate
2020-08-29,0.6973325920828758,2020-08-29
2020-08-30,0.6695930324916541,2020-08-30
2020-08-31,0.6654224603231024,2020-08-31
2020-09-01,0.6780865248433223,2020-09-01
2020-09-02,0.680813726411805,2020-09-02
2020-09-03,0.671944872788153,2020-09-03
2020-09-04,0.6871715985617901,2020-09-04
2020-09-05,0.6720324441936245,2020-09-05
2020-09-06,0.6560106946651005,2020-09-06
2020-09-07,0.6278276505532797,2020-09-07
2020-09-08,0.6505730260755703,2020-09-08
2020-09-09,0.6483632990673184,2020-09-09
2020-09-10,0.654014237474495,2020-09-10
2020-09-11,0.6770017125865778,2020-09-11
2020-09-12,0.6683879668661856,2020-09-12
2020-09-13,0.6342352224808997,2020-09-13
2020-09-14,0.6459496287167307,2020-09-14
2020-09-15,0.6153860441648564,2020-09-15
2020-09-16,0.6582624756398171,2020-09-16
2020-09-17,0.6557200341176288,2020-09-17
2020-09-18,0.6755984328333852,2020-09-18
2020-09-19,0.6751195714825644,2020-09-19
2020-09-20,0.64779202752309,2020-09-20
2020-09-21,0.6627954456414124,2020-09-21
2020-09-22,0.6612038136537408,2020-09-22
2020-09-23,0.6790958256914146,2020-09-23
2020-09-24,0.6686906139031613,2020-09-24
2020-09-25,0.7195154714696936,2020-09-25
2020-09-26,0.6952550555543843,2020-09-26
2020-09-27,0.6562119874039128,2020-09-27
2020-09-28,0.6759972478181306,2020-09-28
2020-09-29,0.6744779674603086,2020-09-29
2020-09-30,0.6684865052128769,2020-09-30
2020-10-01,0.7112567578644615,2020-10-01
2020-10-02,0.7049437736702578,2020-10-02
2020-10-03,0.6987800749244518,2020-10-03
2020-10-04,0.6536977883385926,2020-10-04
2020-10-05,0.6547278097497073,2020-10-05
2020-10-06,0.6603574713842826,2020-10-06
2020-10-07,0.6625831200451767,2020-10-07
2020-10-08,0.678188657108516,2020-10-08
2020-10-09,0.6922088207930631,2020-10-09
2020-10-10,0.7202332004562098,2020-10-10
2020-10-11,0.6446413112007356,2020-10-11
2020-10-12,0.6690489976346615,2020-10-12
2020-10-13,0.6698867379602795,2020-10-13
2020-10-14,0.6682615977931393,2020-10-14
2020-10-15,0.6917826439822607,2020-10-15
2020-10-16,0.7004639281712545,2020-10-16
2020-10-17,0.6926331448502067,2020-10-17
2020-10-18,0.6722017785532477,2020-10-18
2020-10-19,0.6775049529270915,2020-10-19
2020-10-20,0.6791169345844941,2020-10-20
2020-10-21,0.6599542786747966,2020-10-21
2020-10-22,0.6571447462671356,2020-10-22
2020-10-23,0.7134055897776351,2020-10-23
2020-10-24,0.7020044464577474,2020-10-24
2020-10-25,0.645041798724491,2020-10-25
2020-10-26,0.6595891994512847,2020-10-26
2020-10-27,0.6684269523453134,2020-10-27
2020-10-28,0.6810373601119833,2020-10-28
2020-10-29,0.6973960962173238,2020-10-29
2020-10-30,0.726388683003193,2020-10-30
2020-10-31,0.7228676970916419,2020-10-31
2020-11-01,0.6689887878492022,2020-11-01
2020-11-02,0.6707861992160012,2020-11-02
2020-11-03,0.6792001207571814,2020-11-03
2020-11-04,0.6827920552533432,2020-11-04
2020-11-05,0.6931866066570969,2020-11-05
2020-11-06,0.7091797922767108,2020-11-06
2020-11-07,0.6760149944629613,2020-11-07
2020-11-08,0.6601250695857813,2020-11-08
2020-11-09,0.656038402224675,2020-11-09
2020-11-10,0.6664509366347878,2020-11-10
2020-11-11,0.6944457823154454,2020-11-11
2020-11-12,0.6890038141108507,2020-11-12
2020-11-13,0.6991245559805989,2020-11-13
2020-11-14,0.7130786274484704,2020-11-14
2020-11-15,0.6602004252113695,2020-11-15
2020-11-16,0.6546095308818606,2020-11-16
2020-11-17,0.6798601822984983,2020-11-17
2020-11-18,0.6900312331610546,2020-11-18
2020-11-19,0.6991256583630732,2020-11-19
2020-11-20,0.695472473667917,2020-11-20
2020-11-21,0.6817173122604545,2020-11-21
2020-11-22,0.6699281013344834,2020-11-22
2020-11-23,0.690876938239311,2020-11-23
2020-11-24,0.7061302574173852,2020-11-24
2020-11-25,0.6957529947476718,2020-11-25
2020-11-26,0.6246206775186851,2020-11-26
2020-11-27,0.6858628279011723,2020-11-27
2020-11-28,0.681538052465941,2020-11-28
2020-11-29,0.6319821974197476,2020-11-29
2020-11-30,0.6543175468757529,2020-11-30
2020-12-01,0.6599732977094651,2020-12-01
2020-12-02,0.6651225539784551,2020-12-02
2020-12-03,0.661963669044744,2020-12-03
2020-12-04,0.6972128129406017,2020-12-04
2020-12-05,0.6817488906967869,2020-12-05
2020-12-06,0.6406499922520866,2020-12-06
2020-12-07,0.6417198140955195,2020-12-07
2020-12-08,0.6679124536993803,2020-12-08
2020-12-09,0.6493839219597807,2020-12-09
2020-12-10,0.6522916102984665,2020-12-10
2020-12-11,0.6661558481217152,2020-12-11
2020-12-12,0.6486389304886271,2020-12-12
2020-12-13,0.6363434498917148,2020-12-13
2020-12-14,0.6375549602996442,2020-12-14
2020-12-15,0.6621814577701801,2020-12-15
2020-12-16,0.6614356586021279,2020-12-16
2020-12-17,0.6506641373267791,2020-12-17
2020-12-18,0.6934934895644784,2020-12-18
2020-12-19,0.658827972979103,2020-12-19
2020-12-20,0.6533461339949026,2020-12-20
2020-12-21,0.6941243976435578,2020-12-21
2020-12-22,0.6854337513839124,2020-12-22
2020-12-23,0.6922950601123393,2020-12-23
2020-12-24,0.6679337942639748,2020-12-24
2020-12-25,0.5954204773219354,2020-12-25
2020-12-26,0.6333066030652804,2020-12-26
2020-12-27,0.621303023846681,2020-12-27
2020-12-28,0.5897933394756569,2020-12-28
2020-12-29,0.6721105472180955,2020-12-29
2020-12-30,0.6688322631709406,2020-12-30
2020-12-31,0.6745715520048671,2020-12-31
2021-01-01,0.6122127215390354,2021-01-01
2021-01-02,0.6392706609307334,2021-01-02
2021-01-03,0.6086042419630149,2021-01-03
2021-01-04,0.6169685709291914,2021-01-04
2021-01-05,0.6179712396673548,2021-01-05
2021-01-06,0.6231912257622341,2021-01-06
2021-01-07,0.6349719612840312,2021-01-07
2021-01-08,0.6596745445662259,2021-01-08
2021-01-09,0.6340875315442496,2021-01-09
2021-01-10,0.6011260515149952,2021-01-10
2021-01-11,0.6284485808964486,2021-01-11
2021-01-12,0.6377787667393459,2021-01-12
2021-01-13,0.6569904040391437,2021-01-13
2021-01-14,0.6342801769072848,2021-01-14
2021-01-15,0.66117462474298,2021-01-15
2021-01-16,0.6340231481678658,2021-01-16
2021-01-17,0.6097812463503116,2021-01-17
2021-01-18,0.6450128462278139,2021-01-18
2021-01-19,0.6048877713598925,2021-01-19
2021-01-20,0.6282681600190182,2021-01-20
2021-01-21,0.6593557390514669,2021-01-21
2021-01-22,0.6724566377454857,2021-01-22
2021-01-23,0.639198995475597,2021-01-23
2021-01-24,0.6275440336052667,2021-01-24
2021-01-25,0.643544510926306,2021-01-25
2021-01-26,0.5844059058910502,2021-01-26
2021-01-27,0.63348460149683,2021-01-27
2021-01-28,0.6336699663745711,2021-01-28
2021-01-29,0.6402710826185082,2021-01-29
2021-01-30,0.6700233146846671,2021-01-30
2021-01-31,0.625493630779936,2021-01-31
2021-02-01,0.6363395227381498,2021-02-01
2021-02-02,0.6554649423180979,2021-02-02
2021-02-03,0.6676386368322396,2021-02-03
2021-02-04,0.6578427490929307,2021-02-04
2021-02-05,0.68790078070521,2021-02-05
2021-02-06,0.6637168357725268,2021-02-06
2021-02-07,0.6401796393378285,2021-02-07
