0_date,newyorkcity,formaldate
2020-08-30,0.6517597905981541,2020-08-30
2020-08-31,0.6758220063434582,2020-08-31
2020-09-01,0.6666110858779974,2020-09-01
2020-09-02,0.6655028436164575,2020-09-02
2020-09-03,0.6700147659634785,2020-09-03
2020-09-04,0.6951972622683267,2020-09-04
2020-09-05,0.6961785635266446,2020-09-05
2020-09-06,0.6684092697231594,2020-09-06
2020-09-07,0.6343102413816202,2020-09-07
2020-09-08,0.6563182313444307,2020-09-08
2020-09-09,0.6592348418396551,2020-09-09
2020-09-10,0.6458148074048069,2020-09-10
2020-09-11,0.6866971599968834,2020-09-11
2020-09-12,0.6674024421525311,2020-09-12
2020-09-13,0.6245930296167423,2020-09-13
2020-09-14,0.6489329776401358,2020-09-14
2020-09-15,0.6567913874180099,2020-09-15
2020-09-16,0.6441960737916372,2020-09-16
2020-09-17,0.6504237641770605,2020-09-17
2020-09-18,0.6794969938605854,2020-09-18
2020-09-19,0.6852323993853695,2020-09-19
2020-09-20,0.6493637006624731,2020-09-20
2020-09-21,0.6390194114996878,2020-09-21
2020-09-22,0.6532860963014022,2020-09-22
2020-09-23,0.657512182083541,2020-09-23
2020-09-24,0.6645344290201334,2020-09-24
2020-09-25,0.6911786461432587,2020-09-25
2020-09-26,0.6819642222305365,2020-09-26
2020-09-27,0.6460320735106794,2020-09-27
2020-09-28,0.6506032651475577,2020-09-28
2020-09-29,0.6344683106842252,2020-09-29
2020-09-30,0.6701621209318664,2020-09-30
2020-10-01,0.6921917250793272,2020-10-01
2020-10-02,0.6870271456455838,2020-10-02
2020-10-03,0.6899649186224908,2020-10-03
2020-10-04,0.6450493925230538,2020-10-04
2020-10-05,0.6637772912253129,2020-10-05
2020-10-06,0.6560350416697114,2020-10-06
2020-10-07,0.6623397453099958,2020-10-07
2020-10-08,0.668032449357374,2020-10-08
2020-10-09,0.6917269020040683,2020-10-09
2020-10-10,0.6852636170029982,2020-10-10
2020-10-11,0.6464808352275827,2020-10-11
2020-10-12,0.5857807203869968,2020-10-12
2020-10-13,0.623291819378881,2020-10-13
2020-10-14,0.6703713383221682,2020-10-14
2020-10-15,0.6724246700748342,2020-10-15
2020-10-16,0.6481576364837797,2020-10-16
2020-10-17,0.6860378405828065,2020-10-17
2020-10-18,0.6255511202195554,2020-10-18
2020-10-19,0.6417808949005294,2020-10-19
2020-10-20,0.6431353730810555,2020-10-20
2020-10-21,0.6703236258215302,2020-10-21
2020-10-22,0.665308224136848,2020-10-22
2020-10-23,0.6808069540729341,2020-10-23
2020-10-24,0.6819737127533584,2020-10-24
2020-10-25,0.6370812615152591,2020-10-25
2020-10-26,0.6201172902741909,2020-10-26
2020-10-27,0.6558537432209661,2020-10-27
2020-10-28,0.6466843397990232,2020-10-28
2020-10-29,0.6171244315629381,2020-10-29
2020-10-30,0.6526780301330567,2020-10-30
2020-10-31,0.6892862338800645,2020-10-31
2020-11-01,0.6116097246880274,2020-11-01
2020-11-02,0.6416514955500311,2020-11-02
2020-11-03,0.64850845174299,2020-11-03
2020-11-04,0.659232076208641,2020-11-04
2020-11-05,0.6673307541235024,2020-11-05
2020-11-06,0.6953405305424464,2020-11-06
2020-11-07,0.6994663264426626,2020-11-07
2020-11-08,0.6430137948416093,2020-11-08
2020-11-09,0.6509258358869746,2020-11-09
2020-11-10,0.6631514823086203,2020-11-10
2020-11-11,0.6388831039071424,2020-11-11
2020-11-12,0.6421225812998353,2020-11-12
2020-11-13,0.6608999058426948,2020-11-13
2020-11-14,0.6663502328903507,2020-11-14
2020-11-15,0.6198531088675915,2020-11-15
2020-11-16,0.6412079721474853,2020-11-16
2020-11-17,0.6503998394963162,2020-11-17
2020-11-18,0.6340780751944526,2020-11-18
2020-11-19,0.6563099403544465,2020-11-19
2020-11-20,0.6778980690575316,2020-11-20
2020-11-21,0.6875429345810128,2020-11-21
2020-11-22,0.6275692446234511,2020-11-22
2020-11-23,0.6216685910930622,2020-11-23
2020-11-24,0.6593034152827765,2020-11-24
2020-11-25,0.646476469149297,2020-11-25
2020-11-26,0.6150483684289217,2020-11-26
2020-11-27,0.6829352037203938,2020-11-27
2020-11-28,0.6749753383544721,2020-11-28
2020-11-29,0.6274113256583851,2020-11-29
2020-11-30,0.5948144926818766,2020-11-30
2020-12-01,0.6445178306246279,2020-12-01
2020-12-02,0.6317690975412938,2020-12-02
2020-12-03,0.6466924282020571,2020-12-03
2020-12-04,0.6501459821216036,2020-12-04
2020-12-05,0.6287430359443898,2020-12-05
2020-12-06,0.6106738989169939,2020-12-06
2020-12-07,0.634340013496738,2020-12-07
2020-12-08,0.6431264214991296,2020-12-08
2020-12-09,0.6361196252514132,2020-12-09
2020-12-10,0.6364447273719518,2020-12-10
2020-12-11,0.6794223641419195,2020-12-11
2020-12-12,0.6579462444277882,2020-12-12
2020-12-13,0.6324906202650884,2020-12-13
2020-12-14,0.6041429302949166,2020-12-14
2020-12-15,0.6462912915970451,2020-12-15
2020-12-16,0.5957948581240051,2020-12-16
2020-12-17,0.5117685088538303,2020-12-17
2020-12-18,0.6514004958990203,2020-12-18
2020-12-19,0.6370452175963759,2020-12-19
2020-12-20,0.6012630957992459,2020-12-20
2020-12-21,0.636593434469709,2020-12-21
2020-12-22,0.6550361320643339,2020-12-22
2020-12-23,0.6894451467536235,2020-12-23
2020-12-24,0.6790512006606292,2020-12-24
2020-12-25,0.5708339154004782,2020-12-25
2020-12-26,0.643927627424194,2020-12-26
2020-12-27,0.6216144489554803,2020-12-27
2020-12-28,0.6516309612106101,2020-12-28
2020-12-29,0.6604907428708358,2020-12-29
2020-12-30,0.6766710225249646,2020-12-30
2020-12-31,0.669270223517215,2020-12-31
2021-01-01,0.5893308329976004,2021-01-01
2021-01-02,0.643758763006823,2021-01-02
2021-01-03,0.5668812752486783,2021-01-03
2021-01-04,0.6024069712467285,2021-01-04
2021-01-05,0.6088384563052887,2021-01-05
2021-01-06,0.6257429691056386,2021-01-06
2021-01-07,0.615384840147666,2021-01-07
2021-01-08,0.6264205654810793,2021-01-08
2021-01-09,0.6241437476401824,2021-01-09
2021-01-10,0.5990871531205697,2021-01-10
2021-01-11,0.6243570576848929,2021-01-11
2021-01-12,0.6291773736201816,2021-01-12
2021-01-13,0.6359478290791352,2021-01-13
2021-01-14,0.6428034237525218,2021-01-14
2021-01-15,0.6606495796832471,2021-01-15
2021-01-16,0.6304556638120914,2021-01-16
2021-01-17,0.6251742940951003,2021-01-17
2021-01-18,0.6295601399212278,2021-01-18
2021-01-19,0.6342301138840495,2021-01-19
2021-01-20,0.6205308312306949,2021-01-20
2021-01-21,0.6414923716108384,2021-01-21
2021-01-22,0.6503598060097239,2021-01-22
2021-01-23,0.6307675405044727,2021-01-23
2021-01-24,0.5890640986116958,2021-01-24
2021-01-25,0.6256413080440018,2021-01-25
2021-01-26,0.5939609998891402,2021-01-26
2021-01-27,0.6273159937815478,2021-01-27
2021-01-28,0.6238553014875668,2021-01-28
2021-01-29,0.6317413625777539,2021-01-29
2021-01-30,0.6320761194472748,2021-01-30
2021-01-31,0.5931559608416794,2021-01-31
2021-02-01,0.3991101023691218,2021-02-01
2021-02-02,0.4973915842899474,2021-02-02
2021-02-03,0.6054472182591178,2021-02-03
2021-02-04,0.6319266484957015,2021-02-04
2021-02-05,0.6394109952497837,2021-02-05
2021-02-06,0.6474142609246538,2021-02-06
2021-02-07,0.5279066815246426,2021-02-07
2021-02-08,0.6097443575398926,2021-02-08
2021-02-09,0.6079373462458965,2021-02-09
2021-02-10,0.6274833163704484,2021-02-10
2021-02-11,0.6260756478664471,2021-02-11
2021-02-12,0.6472808883734242,2021-02-12
2021-02-13,0.6469134287421899,2021-02-13
2021-02-14,0.6355946170577607,2021-02-14
2021-02-15,0.6226429407322269,2021-02-15
2021-02-16,0.6432983399589923,2021-02-16
2021-02-17,0.6633735954558065,2021-02-17
2021-02-18,0.558058406126039,2021-02-18
2021-02-19,0.6263282358804108,2021-02-19
2021-02-20,0.6539587527574385,2021-02-20
2021-02-21,0.6185775281812654,2021-02-21
2021-02-22,0.614655515321671,2021-02-22
2021-02-23,0.6380033596951845,2021-02-23
2021-02-24,0.6573314175158569,2021-02-24
2021-02-25,0.6525042560686461,2021-02-25
