0_date,chicago,formaldate
2020-08-30,0.6991368151168674,2020-08-30
2020-08-31,0.7042971533875791,2020-08-31
2020-09-01,0.6778972170403376,2020-09-01
2020-09-02,0.7087107025070607,2020-09-02
2020-09-03,0.7154423631943558,2020-09-03
2020-09-04,0.7503106884531491,2020-09-04
2020-09-05,0.7233758019826393,2020-09-05
2020-09-06,0.684664186491581,2020-09-06
2020-09-07,0.6587559213544487,2020-09-07
2020-09-08,0.6469424114608311,2020-09-08
2020-09-09,0.687183733612013,2020-09-09
2020-09-10,0.6871589345684228,2020-09-10
2020-09-11,0.7081281754164302,2020-09-11
2020-09-12,0.7008359760587403,2020-09-12
2020-09-13,0.6792553012336042,2020-09-13
2020-09-14,0.6819732846073029,2020-09-14
2020-09-15,0.6728957581031029,2020-09-15
2020-09-16,0.688672014273528,2020-09-16
2020-09-17,0.6815823366519488,2020-09-17
2020-09-18,0.7159353920743433,2020-09-18
2020-09-19,0.7295907678290076,2020-09-19
2020-09-20,0.6742811576329446,2020-09-20
2020-09-21,0.6556979365628289,2020-09-21
2020-09-22,0.6786851566980159,2020-09-22
2020-09-23,0.7131406027541694,2020-09-23
2020-09-24,0.7017371181978455,2020-09-24
2020-09-25,0.7185865942972629,2020-09-25
2020-09-26,0.7401406567233962,2020-09-26
2020-09-27,0.6821584868931129,2020-09-27
2020-09-28,0.6753892130544945,2020-09-28
2020-09-29,0.6952672959637951,2020-09-29
2020-09-30,0.7216576557750997,2020-09-30
2020-10-01,0.7220918015102222,2020-10-01
2020-10-02,0.7153643445634891,2020-10-02
2020-10-03,0.7070040278223324,2020-10-03
2020-10-04,0.6758167684782619,2020-10-04
2020-10-05,0.6721487865951817,2020-10-05
2020-10-06,0.6767032284397998,2020-10-06
2020-10-07,0.7000615127776413,2020-10-07
2020-10-08,0.6959930387505809,2020-10-08
2020-10-09,0.7315652185172882,2020-10-09
2020-10-10,0.7234257476381355,2020-10-10
2020-10-11,0.6879599874730774,2020-10-11
2020-10-12,0.6658724764088632,2020-10-12
2020-10-13,0.6705335806649559,2020-10-13
2020-10-14,0.6799876965972189,2020-10-14
2020-10-15,0.6951161103792709,2020-10-15
2020-10-16,0.7043211472137962,2020-10-16
2020-10-17,0.7060356797866347,2020-10-17
2020-10-18,0.6346228798225205,2020-10-18
2020-10-19,0.6569241870804239,2020-10-19
2020-10-20,0.6708771400739283,2020-10-20
2020-10-21,0.6708464064124586,2020-10-21
2020-10-22,0.6862644780351952,2020-10-22
2020-10-23,0.6914712781690593,2020-10-23
2020-10-24,0.6943027967022315,2020-10-24
2020-10-25,0.6458276199865578,2020-10-25
2020-10-26,0.6469844782282637,2020-10-26
2020-10-27,0.6722213872114442,2020-10-27
2020-10-28,0.6847513091725612,2020-10-28
2020-10-29,0.6756644146867788,2020-10-29
2020-10-30,0.7157454421249878,2020-10-30
2020-10-31,0.7209160683689766,2020-10-31
2020-11-01,0.6262953881453539,2020-11-01
2020-11-02,0.6567270725060267,2020-11-02
2020-11-03,0.6861877342410779,2020-11-03
2020-11-04,0.692251339517615,2020-11-04
2020-11-05,0.6887789735648686,2020-11-05
2020-11-06,0.7012436996670137,2020-11-06
2020-11-07,0.7285491748233521,2020-11-07
2020-11-08,0.6686214875073488,2020-11-08
2020-11-09,0.6801906824376645,2020-11-09
2020-11-10,0.6400679822364267,2020-11-10
2020-11-11,0.6776841075258075,2020-11-11
2020-11-12,0.6827764190069676,2020-11-12
2020-11-13,0.691334454731547,2020-11-13
2020-11-14,0.6794814467098331,2020-11-14
2020-11-15,0.6152789619971282,2020-11-15
2020-11-16,0.6528598193894126,2020-11-16
2020-11-17,0.6712487303321576,2020-11-17
2020-11-18,0.6645849910888183,2020-11-18
2020-11-19,0.6912790383782124,2020-11-19
2020-11-20,0.6895899706455512,2020-11-20
2020-11-21,0.6917822860920776,2020-11-21
2020-11-22,0.6391763065076899,2020-11-22
2020-11-23,0.6510117838781975,2020-11-23
2020-11-24,0.6731318924917471,2020-11-24
2020-11-25,0.6626251777206249,2020-11-25
2020-11-26,0.6029509141347147,2020-11-26
2020-11-27,0.6894789131300029,2020-11-27
2020-11-28,0.6741033733431455,2020-11-28
2020-11-29,0.6423284829233222,2020-11-29
2020-11-30,0.6305962883653503,2020-11-30
2020-12-01,0.6499980294045845,2020-12-01
2020-12-02,0.649158470533071,2020-12-02
2020-12-03,0.6693141690465906,2020-12-03
2020-12-04,0.6855995263910145,2020-12-04
2020-12-05,0.6754818669933271,2020-12-05
2020-12-06,0.6258074177993719,2020-12-06
2020-12-07,0.6474554140195833,2020-12-07
2020-12-08,0.6575741026302458,2020-12-08
2020-12-09,0.6657073616818482,2020-12-09
2020-12-10,0.6776565891718217,2020-12-10
2020-12-11,0.6762414545177149,2020-12-11
2020-12-12,0.6682061674068526,2020-12-12
2020-12-13,0.6354762420476503,2020-12-13
2020-12-14,0.6415873193514304,2020-12-14
2020-12-15,0.6573168076755519,2020-12-15
2020-12-16,0.6665074749508682,2020-12-16
2020-12-17,0.6705482429839495,2020-12-17
2020-12-18,0.7027371604498355,2020-12-18
2020-12-19,0.6951590283064204,2020-12-19
2020-12-20,0.6669201112101873,2020-12-20
2020-12-21,0.6965954648940765,2020-12-21
2020-12-22,0.7048795251099155,2020-12-22
2020-12-23,0.7188800212771295,2020-12-23
2020-12-24,0.7013543275327905,2020-12-24
2020-12-25,0.5950793841011163,2020-12-25
2020-12-26,0.6601593908335286,2020-12-26
2020-12-27,0.6286419031764691,2020-12-27
2020-12-28,0.669702754047202,2020-12-28
2020-12-29,0.6654528941817636,2020-12-29
2020-12-30,0.6719132888332819,2020-12-30
2020-12-31,0.6945860647351726,2020-12-31
2021-01-01,0.5748997646005921,2021-01-01
2021-01-02,0.6529224153846505,2021-01-02
2021-01-03,0.605207864075457,2021-01-03
2021-01-04,0.6205623432224421,2021-01-04
2021-01-05,0.6281670554283773,2021-01-05
2021-01-06,0.634337103085269,2021-01-06
2021-01-07,0.6425499510637118,2021-01-07
2021-01-08,0.6606403189258709,2021-01-08
2021-01-09,0.6711193393919479,2021-01-09
2021-01-10,0.6182428919709676,2021-01-10
2021-01-11,0.6424557168763708,2021-01-11
2021-01-12,0.6553003237968328,2021-01-12
2021-01-13,0.6684989869955649,2021-01-13
2021-01-14,0.6539805151879717,2021-01-14
2021-01-15,0.6856785696704194,2021-01-15
2021-01-16,0.6740942483795899,2021-01-16
2021-01-17,0.6396871383433262,2021-01-17
2021-01-18,0.6561173125824116,2021-01-18
2021-01-19,0.6512076978545501,2021-01-19
2021-01-20,0.6556566510801034,2021-01-20
2021-01-21,0.6613858603444943,2021-01-21
2021-01-22,0.6871373219385064,2021-01-22
2021-01-23,0.6809895747643536,2021-01-23
2021-01-24,0.6328972317037286,2021-01-24
2021-01-25,0.6504616281024047,2021-01-25
2021-01-26,0.5945883750020803,2021-01-26
2021-01-27,0.6538698526074068,2021-01-27
2021-01-28,0.6658909283468171,2021-01-28
2021-01-29,0.6873211750899284,2021-01-29
2021-01-30,0.6646284497178038,2021-01-30
2021-01-31,0.5258085119380921,2021-01-31
2021-02-01,0.6114880239189476,2021-02-01
2021-02-02,0.6467016576786451,2021-02-02
2021-02-03,0.6668391679837825,2021-02-03
2021-02-04,0.6305816888275426,2021-02-04
2021-02-05,0.6719968663770135,2021-02-05
2021-02-06,0.6622237471763208,2021-02-06
2021-02-07,0.6103470413435087,2021-02-07
