0_date,boston,formaldate
2020-08-30,0.7023596597802438,2020-08-30
2020-08-31,0.7203541670312127,2020-08-31
2020-09-01,0.7099032571620774,2020-09-01
2020-09-02,0.6716232962507289,2020-09-02
2020-09-03,0.7058846760939258,2020-09-03
2020-09-04,0.7370245199615119,2020-09-04
2020-09-05,0.7377827024459814,2020-09-05
2020-09-06,0.7232965831075204,2020-09-06
2020-09-07,0.6853862618402107,2020-09-07
2020-09-08,0.6789686533035807,2020-09-08
2020-09-09,0.7003017946800922,2020-09-09
2020-09-10,0.6814416273681465,2020-09-10
2020-09-11,0.7171638586646547,2020-09-11
2020-09-12,0.7131335983536312,2020-09-12
2020-09-13,0.6669622136807707,2020-09-13
2020-09-14,0.6738656767399203,2020-09-14
2020-09-15,0.6785221118314373,2020-09-15
2020-09-16,0.6815287019179457,2020-09-16
2020-09-17,0.6804558768303304,2020-09-17
2020-09-18,0.7094615563434195,2020-09-18
2020-09-19,0.7131813434904665,2020-09-19
2020-09-20,0.6721319181967216,2020-09-20
2020-09-21,0.6598081773597565,2020-09-21
2020-09-22,0.6749180079397482,2020-09-22
2020-09-23,0.6883569720390915,2020-09-23
2020-09-24,0.694972057440207,2020-09-24
2020-09-25,0.7109298653584369,2020-09-25
2020-09-26,0.7142771514690255,2020-09-26
2020-09-27,0.6826057808748711,2020-09-27
2020-09-28,0.6733751139351113,2020-09-28
2020-09-29,0.689520085682889,2020-09-29
2020-09-30,0.6848202223953249,2020-09-30
2020-10-01,0.7201621744724528,2020-10-01
2020-10-02,0.709830119152346,2020-10-02
2020-10-03,0.7225176904271469,2020-10-03
2020-10-04,0.6693040608372877,2020-10-04
2020-10-05,0.6668405457971703,2020-10-05
2020-10-06,0.6769534296882499,2020-10-06
2020-10-07,0.6693058251969941,2020-10-07
2020-10-08,0.6757053904008526,2020-10-08
2020-10-09,0.711234423577708,2020-10-09
2020-10-10,0.7150748552180697,2020-10-10
2020-10-11,0.6899648224225571,2020-10-11
2020-10-12,0.6412887753267384,2020-10-12
2020-10-13,0.6342223276759114,2020-10-13
2020-10-14,0.6876697486484872,2020-10-14
2020-10-15,0.6912306114358708,2020-10-15
2020-10-16,0.683585788300256,2020-10-16
2020-10-17,0.7050453454848916,2020-10-17
2020-10-18,0.6683016415762622,2020-10-18
2020-10-19,0.653269354075604,2020-10-19
2020-10-20,0.6693365596156998,2020-10-20
2020-10-21,0.663760165359435,2020-10-21
2020-10-22,0.6824526651655447,2020-10-22
2020-10-23,0.7088138107788189,2020-10-23
2020-10-24,0.7045719405704731,2020-10-24
2020-10-25,0.6522541446576803,2020-10-25
2020-10-26,0.6333529795333874,2020-10-26
2020-10-27,0.6702093415984037,2020-10-27
2020-10-28,0.664882114267495,2020-10-28
2020-10-29,0.6619161489783468,2020-10-29
2020-10-30,0.6708305576829598,2020-10-30
2020-10-31,0.6898547360579749,2020-10-31
2020-11-01,0.6370491932920496,2020-11-01
2020-11-02,0.6459063739616504,2020-11-02
2020-11-03,0.6807704414090188,2020-11-03
2020-11-04,0.6807925157633321,2020-11-04
2020-11-05,0.6953690867609019,2020-11-05
2020-11-06,0.7135338322493032,2020-11-06
2020-11-07,0.7362318271019888,2020-11-07
2020-11-08,0.6772557907242153,2020-11-08
2020-11-09,0.7027103513868213,2020-11-09
2020-11-10,0.6916932596462941,2020-11-10
2020-11-11,0.6866927071675306,2020-11-11
2020-11-12,0.6831138506632513,2020-11-12
2020-11-13,0.6982426097085047,2020-11-13
2020-11-14,0.7083101377022571,2020-11-14
2020-11-15,0.6414963539274189,2020-11-15
2020-11-16,0.6609422533588811,2020-11-16
2020-11-17,0.6883335558152862,2020-11-17
2020-11-18,0.6590463397830179,2020-11-18
2020-11-19,0.6620496024428442,2020-11-19
2020-11-20,0.7045176401197817,2020-11-20
2020-11-21,0.7222889229813957,2020-11-21
2020-11-22,0.6464527798216463,2020-11-22
2020-11-23,0.6486331086393244,2020-11-23
2020-11-24,0.6945027308342246,2020-11-24
2020-11-25,0.6794840035243167,2020-11-25
2020-11-26,0.568758873707885,2020-11-26
2020-11-27,0.6915696599225024,2020-11-27
2020-11-28,0.6752168551042341,2020-11-28
2020-11-29,0.6417916861632897,2020-11-29
2020-11-30,0.6369697953530125,2020-11-30
2020-12-01,0.6743653585744994,2020-12-01
2020-12-02,0.6552756078596714,2020-12-02
2020-12-03,0.6725001398075893,2020-12-03
2020-12-04,0.6989637785202297,2020-12-04
2020-12-05,0.6099710041840474,2020-12-05
2020-12-06,0.6244569700763544,2020-12-06
2020-12-07,0.6532765938964995,2020-12-07
2020-12-08,0.6626182079046125,2020-12-08
2020-12-09,0.6540834544833684,2020-12-09
2020-12-10,0.6924879828952372,2020-12-10
2020-12-11,0.6975758013556329,2020-12-11
2020-12-12,0.6698526866714161,2020-12-12
2020-12-13,0.6371330830718626,2020-12-13
2020-12-14,0.6372940252935875,2020-12-14
2020-12-15,0.6665585937039998,2020-12-15
2020-12-16,0.6833149365727316,2020-12-16
2020-12-17,0.4911975003482719,2020-12-17
2020-12-18,0.6774620147525304,2020-12-18
2020-12-19,0.6794405888525262,2020-12-19
2020-12-20,0.6255613456532556,2020-12-20
2020-12-21,0.6626356814374531,2020-12-21
2020-12-22,0.6792260317936742,2020-12-22
2020-12-23,0.707575813605818,2020-12-23
2020-12-24,0.7072385702188754,2020-12-24
2020-12-25,0.5431031066714485,2020-12-25
2020-12-26,0.645356848040702,2020-12-26
2020-12-27,0.6287282459059576,2020-12-27
2020-12-28,0.6676890649759569,2020-12-28
2020-12-29,0.6633927229741106,2020-12-29
2020-12-30,0.6791313023364811,2020-12-30
2020-12-31,0.6818855438128002,2020-12-31
2021-01-01,0.6213500844859335,2021-01-01
2021-01-02,0.6406268970864255,2021-01-02
2021-01-03,0.5895125222506189,2021-01-03
2021-01-04,0.6221823379292896,2021-01-04
2021-01-05,0.6106225160452688,2021-01-05
2021-01-06,0.6169774268731071,2021-01-06
2021-01-07,0.6425309769477671,2021-01-07
2021-01-08,0.6548094723925088,2021-01-08
2021-01-09,0.6559212580775763,2021-01-09
2021-01-10,0.6360843564484856,2021-01-10
2021-01-11,0.6557554772225299,2021-01-11
2021-01-12,0.653990157135268,2021-01-12
2021-01-13,0.6683899250537615,2021-01-13
2021-01-14,0.6657770122248603,2021-01-14
2021-01-15,0.68014149824672,2021-01-15
2021-01-16,0.6407954233965683,2021-01-16
2021-01-17,0.6480782344655185,2021-01-17
2021-01-18,0.6578062748034837,2021-01-18
2021-01-19,0.6468096831845741,2021-01-19
2021-01-20,0.6513466867342368,2021-01-20
2021-01-21,0.6652031095588635,2021-01-21
2021-01-22,0.6810764198449181,2021-01-22
2021-01-23,0.6787676932746952,2021-01-23
2021-01-24,0.6248508329260727,2021-01-24
2021-01-25,0.6468057657291981,2021-01-25
2021-01-26,0.6604529103015789,2021-01-26
2021-01-27,0.6281970670872727,2021-01-27
2021-01-28,0.6402344688452227,2021-01-28
2021-01-29,0.6472234787850265,2021-01-29
2021-01-30,0.6647811811432928,2021-01-30
2021-01-31,0.6298118634225273,2021-01-31
2021-02-01,0.608331682186102,2021-02-01
2021-02-02,0.5458708350228038,2021-02-02
2021-02-03,0.6488603443427641,2021-02-03
2021-02-04,0.6632844911561718,2021-02-04
2021-02-05,0.6821341700378941,2021-02-05
2021-02-06,0.6915312632996758,2021-02-06
2021-02-07,0.5748530761207441,2021-02-07
