0_date,seattle,formaldate
2020-08-29,0.6906817208114591,2020-08-29
2020-08-30,0.6751551948318475,2020-08-30
2020-08-31,0.7032289954272836,2020-08-31
2020-09-01,0.6930985202319411,2020-09-01
2020-09-02,0.6915710375430405,2020-09-02
2020-09-03,0.6944854995536556,2020-09-03
2020-09-04,0.7105376388127992,2020-09-04
2020-09-05,0.6872177477433361,2020-09-05
2020-09-06,0.6805337422294558,2020-09-06
2020-09-07,0.6498722843023675,2020-09-07
2020-09-08,0.6506713255040403,2020-09-08
2020-09-09,0.669406523591183,2020-09-09
2020-09-10,0.6648713591218518,2020-09-10
2020-09-11,0.6753971547031273,2020-09-11
2020-09-12,0.6401568883891228,2020-09-12
2020-09-13,0.5941094438577068,2020-09-13
2020-09-14,0.6275039949078969,2020-09-14
2020-09-15,0.6209982091527723,2020-09-15
2020-09-16,0.6386876722017446,2020-09-16
2020-09-17,0.6398276537984162,2020-09-17
2020-09-18,0.6653893438080232,2020-09-18
2020-09-19,0.6679574518120479,2020-09-19
2020-09-20,0.6277913355700079,2020-09-20
2020-09-21,0.6493422468000217,2020-09-21
2020-09-22,0.6546569503371473,2020-09-22
2020-09-23,0.6526327700853205,2020-09-23
2020-09-24,0.663523303701174,2020-09-24
2020-09-25,0.6734479093798945,2020-09-25
2020-09-26,0.6760636218289207,2020-09-26
2020-09-27,0.648224916868135,2020-09-27
2020-09-28,0.6601748482356311,2020-09-28
2020-09-29,0.6680974462370051,2020-09-29
2020-09-30,0.6928536208317662,2020-09-30
2020-10-01,0.698260119149636,2020-10-01
2020-10-02,0.6941102433311588,2020-10-02
2020-10-03,0.6796766412888763,2020-10-03
2020-10-04,0.6268594873804509,2020-10-04
2020-10-05,0.6520450160840355,2020-10-05
2020-10-06,0.6617368336138629,2020-10-06
2020-10-07,0.6542291756278333,2020-10-07
2020-10-08,0.6559994641841077,2020-10-08
2020-10-09,0.6930841432071687,2020-10-09
2020-10-10,0.6688966140193771,2020-10-10
2020-10-11,0.6121694657776817,2020-10-11
2020-10-12,0.6357174858996592,2020-10-12
2020-10-13,0.6564551737981911,2020-10-13
2020-10-14,0.6588905513180695,2020-10-14
2020-10-15,0.6661411287341387,2020-10-15
2020-10-16,0.6781662127712432,2020-10-16
2020-10-17,0.6848947978828871,2020-10-17
2020-10-18,0.6338688618089605,2020-10-18
2020-10-19,0.6387297505220989,2020-10-19
2020-10-20,0.6543909797611502,2020-10-20
2020-10-21,0.6568218481908166,2020-10-21
2020-10-22,0.6654138684453671,2020-10-22
2020-10-23,0.6756561014092938,2020-10-23
2020-10-24,0.6698774009273548,2020-10-24
2020-10-25,0.6241762607403625,2020-10-25
2020-10-26,0.6486762578823977,2020-10-26
2020-10-27,0.6469084153961451,2020-10-27
2020-10-28,0.6657504487427662,2020-10-28
2020-10-29,0.6683900372446568,2020-10-29
2020-10-30,0.6892234762943047,2020-10-30
2020-10-31,0.6976054902989703,2020-10-31
2020-11-01,0.6379660170705796,2020-11-01
2020-11-02,0.6433864366376484,2020-11-02
2020-11-03,0.6354041801687328,2020-11-03
2020-11-04,0.6607437236018991,2020-11-04
2020-11-05,0.66201570504969,2020-11-05
2020-11-06,0.6997621413458505,2020-11-06
2020-11-07,0.6789882866924507,2020-11-07
2020-11-08,0.6369260916164959,2020-11-08
2020-11-09,0.6558836423819079,2020-11-09
2020-11-10,0.6494261832326765,2020-11-10
2020-11-11,0.6742853019955546,2020-11-11
2020-11-12,0.6593372110032658,2020-11-12
2020-11-13,0.6791217487374674,2020-11-13
2020-11-14,0.6735066113196712,2020-11-14
2020-11-15,0.6208219049736209,2020-11-15
2020-11-16,0.6413491905244055,2020-11-16
2020-11-17,0.630778029805314,2020-11-17
2020-11-18,0.6333694287133395,2020-11-18
2020-11-19,0.6427159372632764,2020-11-19
2020-11-20,0.6665773902640474,2020-11-20
2020-11-21,0.6572536515630953,2020-11-21
2020-11-22,0.6043526914069796,2020-11-22
2020-11-23,0.6342373237921836,2020-11-23
2020-11-24,0.6517561549400672,2020-11-24
2020-11-25,0.6603739566338803,2020-11-25
2020-11-26,0.5776256717523593,2020-11-26
2020-11-27,0.6529920210395304,2020-11-27
2020-11-28,0.6392665080410312,2020-11-28
2020-11-29,0.6110872727173102,2020-11-29
2020-11-30,0.6321727834624871,2020-11-30
2020-12-01,0.644363947066255,2020-12-01
2020-12-02,0.6572089985981469,2020-12-02
2020-12-03,0.6439878628704002,2020-12-03
2020-12-04,0.6759801338431456,2020-12-04
2020-12-05,0.661820098432533,2020-12-05
2020-12-06,0.607150387865988,2020-12-06
2020-12-07,0.6290762453396733,2020-12-07
2020-12-08,0.6268559121022168,2020-12-08
2020-12-09,0.6465633960250927,2020-12-09
2020-12-10,0.6430925306905158,2020-12-10
2020-12-11,0.664528835572318,2020-12-11
2020-12-12,0.6695449339136869,2020-12-12
2020-12-13,0.5990564250490474,2020-12-13
2020-12-14,0.6329895026896492,2020-12-14
2020-12-15,0.6499636499942469,2020-12-15
2020-12-16,0.6525462859817538,2020-12-16
2020-12-17,0.6583018715808023,2020-12-17
2020-12-18,0.6808263419225664,2020-12-18
2020-12-19,0.6631195159171414,2020-12-19
2020-12-20,0.6308056869014007,2020-12-20
2020-12-21,0.6441392663590406,2020-12-21
2020-12-22,0.6849835862740407,2020-12-22
2020-12-23,0.7012135171909941,2020-12-23
2020-12-24,0.6782675089322246,2020-12-24
2020-12-25,0.5634932006587076,2020-12-25
2020-12-26,0.6337706154291807,2020-12-26
2020-12-27,0.6110944231297378,2020-12-27
2020-12-28,0.6673702657421825,2020-12-28
2020-12-29,0.6569599754428737,2020-12-29
2020-12-30,0.668167820999784,2020-12-30
2020-12-31,0.6886390760741931,2020-12-31
2021-01-01,0.604468915316453,2021-01-01
2021-01-02,0.6216880993643846,2021-01-02
2021-01-03,0.5786250736939846,2021-01-03
2021-01-04,0.5901195092045649,2021-01-04
2021-01-05,0.6104097617255053,2021-01-05
2021-01-06,0.6369508081626241,2021-01-06
2021-01-07,0.6338153852852729,2021-01-07
2021-01-08,0.644588953188846,2021-01-08
2021-01-09,0.6357556488582848,2021-01-09
2021-01-10,0.6173186624181974,2021-01-10
2021-01-11,0.6347237431728429,2021-01-11
2021-01-12,0.6246358766785618,2021-01-12
2021-01-13,0.6737604287917921,2021-01-13
2021-01-14,0.6501259667213832,2021-01-14
2021-01-15,0.6692973999213692,2021-01-15
2021-01-16,0.662575909941174,2021-01-16
2021-01-17,0.6356510274894765,2021-01-17
2021-01-18,0.6569446520859313,2021-01-18
2021-01-19,0.6427870742157765,2021-01-19
2021-01-20,0.6468340144540775,2021-01-20
2021-01-21,0.6500469742762837,2021-01-21
2021-01-22,0.6799638539195061,2021-01-22
2021-01-23,0.6601138362678719,2021-01-23
2021-01-24,0.6149864032062438,2021-01-24
2021-01-25,0.6389865135377755,2021-01-25
2021-01-26,0.5985350208278848,2021-01-26
2021-01-27,0.6498772393702994,2021-01-27
2021-01-28,0.6364309396368392,2021-01-28
2021-01-29,0.6681381395002219,2021-01-29
2021-01-30,0.6486305279799692,2021-01-30
2021-01-31,0.5997117817355055,2021-01-31
2021-02-01,0.629540671093703,2021-02-01
2021-02-02,0.6397413803553764,2021-02-02
2021-02-03,0.6603975618541522,2021-02-03
2021-02-04,0.6394148320990287,2021-02-04
2021-02-05,0.6736306216082025,2021-02-05
2021-02-06,0.6635764984281598,2021-02-06
2021-02-07,0.6251141616485779,2021-02-07
