0_date,dallas,formaldate
2020-08-31,0.7296718113991711,2020-08-31
2020-09-01,0.7018594660125451,2020-09-01
2020-09-02,0.7175051546404018,2020-09-02
2020-09-03,0.7307589866494393,2020-09-03
2020-09-04,0.7556395020703977,2020-09-04
2020-09-05,0.7355287954654031,2020-09-05
2020-09-06,0.7184472739182196,2020-09-06
2020-09-07,0.6806066199919801,2020-09-07
2020-09-08,0.7127975047008961,2020-09-08
2020-09-09,0.7117381805383551,2020-09-09
2020-09-10,0.7162399185471349,2020-09-10
2020-09-11,0.7490638517886368,2020-09-11
2020-09-12,0.735398392053148,2020-09-12
2020-09-13,0.6818918410199944,2020-09-13
2020-09-14,0.7167819646614119,2020-09-14
2020-09-15,0.7081486577881614,2020-09-15
2020-09-16,0.7149454543672615,2020-09-16
2020-09-17,0.7233864093675768,2020-09-17
2020-09-18,0.7467387362182762,2020-09-18
2020-09-19,0.7361706848748737,2020-09-19
2020-09-20,0.6880674670467231,2020-09-20
2020-09-21,0.7004601693990274,2020-09-21
2020-09-22,0.7029061864188841,2020-09-22
2020-09-23,0.7303808359135677,2020-09-23
2020-09-24,0.7453207504126008,2020-09-24
2020-09-25,0.7577419797210314,2020-09-25
2020-09-26,0.7482475451248378,2020-09-26
2020-09-27,0.6925389139548993,2020-09-27
2020-09-28,0.7244648102894414,2020-09-28
2020-09-29,0.7329344468517016,2020-09-29
2020-09-30,0.7537031020499437,2020-09-30
2020-10-01,0.7607302501051849,2020-10-01
2020-10-02,0.7611250672282742,2020-10-02
2020-10-03,0.7392289210056587,2020-10-03
2020-10-04,0.6957695836545992,2020-10-04
2020-10-05,0.7140277147964721,2020-10-05
2020-10-06,0.7311126512597523,2020-10-06
2020-10-07,0.7299276251023652,2020-10-07
2020-10-08,0.7361256442832826,2020-10-08
2020-10-09,0.7559882378066226,2020-10-09
2020-10-10,0.7409080643142895,2020-10-10
2020-10-11,0.6993429437426094,2020-10-11
2020-10-12,0.7111247430629195,2020-10-12
2020-10-13,0.7430565419431412,2020-10-13
2020-10-14,0.7399860467589096,2020-10-14
2020-10-15,0.7352891397859206,2020-10-15
2020-10-16,0.7597676899109872,2020-10-16
2020-10-17,0.7476724680563005,2020-10-17
2020-10-18,0.7006697940053076,2020-10-18
2020-10-19,0.7216944814312231,2020-10-19
2020-10-20,0.7324453570652839,2020-10-20
2020-10-21,0.7356222990269506,2020-10-21
2020-10-22,0.7401541187682017,2020-10-22
2020-10-23,0.7441906530074905,2020-10-23
2020-10-24,0.7321058974803275,2020-10-24
2020-10-25,0.6734935090974186,2020-10-25
2020-10-26,0.7000635375825314,2020-10-26
2020-10-27,0.7123933144276237,2020-10-27
2020-10-28,0.7179686088580607,2020-10-28
2020-10-29,0.7353744493712413,2020-10-29
2020-10-30,0.7652123967841433,2020-10-30
2020-10-31,0.7582508031872852,2020-10-31
2020-11-01,0.6919342531677873,2020-11-01
2020-11-02,0.7263010368371204,2020-11-02
2020-11-03,0.7313796301704459,2020-11-03
2020-11-04,0.7436191203710493,2020-11-04
2020-11-05,0.7563691197001673,2020-11-05
2020-11-06,0.7694822523721125,2020-11-06
2020-11-07,0.7496617716083801,2020-11-07
2020-11-08,0.6984495005089268,2020-11-08
2020-11-09,0.7419300492747364,2020-11-09
2020-11-10,0.7349661307984212,2020-11-10
2020-11-11,0.7465401905550783,2020-11-11
2020-11-12,0.7425934314144279,2020-11-12
2020-11-13,0.7649559490666488,2020-11-13
2020-11-14,0.7482929294693247,2020-11-14
2020-11-15,0.7003666955485814,2020-11-15
2020-11-16,0.7380363578579869,2020-11-16
2020-11-17,0.7346579757929899,2020-11-17
2020-11-18,0.7349219008584126,2020-11-18
2020-11-19,0.7462770135984662,2020-11-19
2020-11-20,0.7700485088769891,2020-11-20
2020-11-21,0.7373923896623854,2020-11-21
2020-11-22,0.6937735489213069,2020-11-22
2020-11-23,0.7204876717209822,2020-11-23
2020-11-24,0.7360565006161817,2020-11-24
2020-11-25,0.7261024982222171,2020-11-25
2020-11-26,0.6628311775725366,2020-11-26
2020-11-27,0.7168001493792203,2020-11-27
2020-11-28,0.7052517320691807,2020-11-28
2020-11-29,0.6695774968206661,2020-11-29
2020-11-30,0.7204432954001002,2020-11-30
2020-12-01,0.7316096172691193,2020-12-01
2020-12-02,0.7310441515379931,2020-12-02
2020-12-03,0.7315211106153403,2020-12-03
2020-12-04,0.7574913136902842,2020-12-04
2020-12-05,0.7319234403803381,2020-12-05
2020-12-06,0.6904767936177673,2020-12-06
2020-12-07,0.7260406748175312,2020-12-07
2020-12-08,0.7307587325830197,2020-12-08
2020-12-09,0.7448789559849052,2020-12-09
2020-12-10,0.7385628311477488,2020-12-10
2020-12-11,0.7462604072020099,2020-12-11
2020-12-12,0.7442566293350333,2020-12-12
2020-12-13,0.6509449924470405,2020-12-13
2020-12-14,0.7240677312150949,2020-12-14
2020-12-15,0.7278247201485746,2020-12-15
2020-12-16,0.7367228791145334,2020-12-16
2020-12-17,0.7444982728152075,2020-12-17
2020-12-18,0.7607576086434409,2020-12-18
2020-12-19,0.7384429771518767,2020-12-19
2020-12-20,0.7084128907332831,2020-12-20
2020-12-21,0.7326248297744868,2020-12-21
2020-12-22,0.7467612932781997,2020-12-22
2020-12-23,0.7560165893313808,2020-12-23
2020-12-24,0.7391411992540374,2020-12-24
2020-12-25,0.6429387568019276,2020-12-25
2020-12-26,0.7151736416579371,2020-12-26
2020-12-27,0.6895099849874554,2020-12-27
2020-12-28,0.714878884131228,2020-12-28
2020-12-29,0.7209128390729509,2020-12-29
2020-12-30,0.6991185256987679,2020-12-30
2020-12-31,0.7017403579556971,2020-12-31
2021-01-01,0.6617234828501777,2021-01-01
2021-01-02,0.7101302658653826,2021-01-02
2021-01-03,0.6678237064842086,2021-01-03
2021-01-04,0.6842315781066718,2021-01-04
2021-01-05,0.6996777185483628,2021-01-05
2021-01-06,0.7060535345116349,2021-01-06
2021-01-07,0.7108866912577165,2021-01-07
2021-01-08,0.7370204272758752,2021-01-08
2021-01-09,0.7137463843957159,2021-01-09
2021-01-10,0.5998629358852009,2021-01-10
2021-01-11,0.7187798685782469,2021-01-11
2021-01-12,0.719843647598947,2021-01-12
2021-01-13,0.7413495655600155,2021-01-13
2021-01-14,0.7291047410264672,2021-01-14
2021-01-15,0.7451897703388843,2021-01-15
2021-01-16,0.7308686965259424,2021-01-16
2021-01-17,0.699816184189588,2021-01-17
2021-01-18,0.7149089965314608,2021-01-18
2021-01-19,0.7204191988974171,2021-01-19
2021-01-20,0.7145323263181302,2021-01-20
2021-01-21,0.7338468495179721,2021-01-21
2021-01-22,0.7558988198213145,2021-01-22
2021-01-23,0.7211856323889142,2021-01-23
2021-01-24,0.6804262116858778,2021-01-24
2021-01-25,0.7342815846216029,2021-01-25
2021-01-26,0.7218483640317724,2021-01-26
2021-01-27,0.7261550018580779,2021-01-27
2021-01-28,0.7325150771543059,2021-01-28
2021-01-29,0.7493028522754288,2021-01-29
2021-01-30,0.7248706636671359,2021-01-30
2021-01-31,0.688370689170641,2021-01-31
2021-02-01,0.7210947053634641,2021-02-01
2021-02-02,0.7330920897552402,2021-02-02
2021-02-03,0.7352413690274359,2021-02-03
2021-02-04,0.7360635446919809,2021-02-04
2021-02-05,0.7627443304593238,2021-02-05
2021-02-06,0.7369932390410107,2021-02-06
2021-02-07,0.6998996981973518,2021-02-07
2021-02-08,0.7221336516810729,2021-02-08
2021-02-09,0.733276433856335,2021-02-09
2021-02-10,0.7182055686548149,2021-02-10
2021-02-11,0.6116572739310603,2021-02-11
2021-02-12,0.7224517455083902,2021-02-12
2021-02-13,0.6703257062102955,2021-02-13
2021-02-14,0.4753234222045119,2021-02-14
2021-02-15,0.5267059237945592,2021-02-15
2021-02-16,0.5892692978363085,2021-02-16
2021-02-17,0.5592101533046527,2021-02-17
2021-02-18,0.5914194102613916,2021-02-18
2021-02-19,0.6641298866290413,2021-02-19
2021-02-20,0.7280612567127905,2021-02-20
2021-02-21,0.7138677635878038,2021-02-21
2021-02-22,0.7478350002526095,2021-02-22
2021-02-23,0.7598018300877841,2021-02-23
2021-02-24,0.7590899536519229,2021-02-24
2021-02-25,0.7454989692295995,2021-02-25
